id,diff_size,touches_tests,touches_docs
2876486205,5726,1,0
2846503242,390,1,0
3034353243,275,1,0
3093997872,198,1,0
3056288832,17,0,0
2982438384,105542,1,1
2888359179,2205,0,0
2989939735,1588,0,0
2831622547,358,1,0
3106750352,83,1,0
2960957748,3401,0,0
2841314055,103,1,1
3164359864,311,1,0
3241305284,4150,0,0
3246180908,135,0,0
2884502313,1148,0,0
3228289580,289,0,1
2799104941,13247,1,1
3168569644,1831,0,0
3160066780,2,0,0
3234052393,904,0,1
3123570475,72,0,0
2855672070,152,1,0
2891984003,1841,0,1
3095460904,3089,1,1
3058723574,5095,1,1
2777165355,1368,0,1
2876476358,5894,1,0
2885384121,82,0,0
2854995975,166,0,0
2830596110,4538,1,0
3223799281,44,0,1
3253313679,251,1,0
3230333054,257,0,1
2861747083,98,0,0
2997601557,44,1,1
2895988952,310,0,0
3042242308,895,0,0
2778508344,397,0,0
3171314067,98,0,0
2836598978,366,0,0
3115301037,35,0,0
3220842768,51,0,1
3007216622,4524,1,0
2864977009,82,0,1
2988714139,13,0,0
2889495515,18,0,0
2827862538,7686,0,1
3022605131,33,0,0
2816979353,141,0,0
2936530524,54,0,0
3164359752,410,0,1
2920341738,9173,0,1
3241712681,126,0,0
3074783719,14,0,0
3018351923,5,0,1
3054663917,81,0,0
2831826191,655,1,0
3006534682,72,0,0
3140965520,13,0,0
3161050865,160,0,0
3006698250,99,1,0
3088380391,4,0,1
3257546325,23243,1,1
3175557140,513,1,0
2886630974,14,1,0
2923590517,227,1,0
3113936288,189,0,0
3200804728,2,0,0
3263401745,8,0,0
2810841597,12,0,0
2804813358,49002,1,0
3006639000,6,0,0
2792386162,4308,0,1
3220842155,45,0,1
2771536472,84,1,0
3260281658,8564,1,1
3158584991,90,0,1
3095464526,273,0,0
2989710890,94,0,0
3034517667,17,1,0
2989566459,49,0,0
3237581547,335,0,1
2963758372,596,0,1
2768132850,52503,1,1
3033689845,892,0,1
3028324419,539,1,0
3044425330,15,0,0
2954342025,20,0,0
2999859413,180,0,0
2893236471,261,1,0
3021115524,2,0,1
2967129400,304,0,0
3075723453,151,1,0
3058666010,318,0,0
3035429935,330,0,0
3159580722,30,0,0
2891977336,1801,0,1
3048442859,80,1,1
3054673063,55,0,0
3036538035,15,0,0
3277367174,6836,1,0
3250754121,93,0,1
2971145458,173,0,0
2777165691,6682,0,1
2959659217,123,0,0
2895262047,856,0,0
2905665785,6108,1,1
3158709175,263,0,0
3004572778,76,1,0
3047232373,486,1,0
2890012140,18,0,0
3023267214,125,0,0
3105999248,3,1,0
3207941907,57,0,0
2832745424,1749,1,0
2895910398,78,0,0
2768057378,275,0,1
2768662452,374,0,1
2811843657,337,0,1
3123934648,89,0,0
2889084115,630,0,0
3189869767,5231,1,0
3176708032,87,1,0
3256720288,144,1,0
2993437629,758,0,0
3073577026,17,0,0
2936705149,328,1,0
2935508466,173,1,0
3101766096,9343,0,1
2936433712,64,0,1
2840501983,2656,1,0
3060818555,201,1,0
2965816024,6600,1,1
2901653641,705,1,0
2948931707,317,1,0
3087035704,19,0,1
2943518678,223,1,0
3013755044,20,0,0
3074838163,14,0,0
2991070962,286,0,0
3061252632,104,1,0
3084607023,55,0,1
3049889451,31951,1,1
2991791185,836,0,0
2913378077,618,1,1
3132750964,13,0,0
3097760492,3988,1,1
2883300502,314,0,0
3263866233,917,1,0
2927176575,3,0,0
2781582272,15,0,0
2942219527,128,1,0
3160049918,2,0,0
2934390555,178,1,0
3154857294,62,0,0
3003263199,1243,0,0
2886001243,17110,1,1
3253726052,10821,1,1
3121105508,3752,1,0
3049325613,43,0,0
3149988059,289,0,0
3058782123,872,0,0
2811840599,338,0,1
2926341856,198,1,1
2962160486,19,0,0
3026212985,82,1,0
2780647811,108,0,0
3073761198,21,0,0
2981675508,250,0,0
3061361678,8113,1,0
2908973350,1928,0,1
2876762028,78,1,1
2939327802,1043,1,1
2900044993,26,0,0
3016905680,26,0,1
2895289652,202,1,0
2983852413,617,0,1
2971334331,620,1,1
2900058289,32,0,0
2818940848,39,0,0
2991406336,46,1,0
3264148034,13,0,0
3038625817,161,1,0
3276678570,246,1,0
3196666319,3,1,0
2966605791,1845,1,1
2784386339,2074,0,1
2775080247,14,0,0
3061189699,302,1,0
2921595103,7,0,0
3235583761,12,0,0
2768454422,27,0,1
3036581482,4,0,0
3190691285,126,0,0
3036721684,6,0,0
3078911500,344,0,0
3016974217,6926,1,1
3022021675,91,1,0
2765918459,17,0,1
2961452909,270,1,0
2788029019,154,0,1
2800344224,2333,1,0
2902946216,48,1,1
3054056380,26,0,1
2816993947,1408,1,0
2861541607,170,0,0
3013620267,1022,1,1
2956510109,122,0,1
3111167917,232,1,1
3211122981,661,1,0
2941545007,148,1,0
3220833917,45,0,1
3095447395,82,0,0
3240741513,458,0,0
2918768296,1462,1,0
2824804981,1138,1,0
3019944984,13611,1,1
2961263653,2,1,0
2885068224,180,0,0
2909437363,134,1,0
2881814219,63,0,0
3163792029,461,1,0
2775913494,2959,1,0
3069414735,15,0,0
2768982424,141,1,1
3083068533,246,1,0
2970824623,487,0,0
2988023874,2941,0,0
2771538261,581,1,1
3016022168,8,0,0
3193705340,39220,1,1
3264234493,6,1,0
2840961890,164,1,0
2773814208,6,0,0
2915185703,4614,1,1
2958506342,103,0,0
3192979848,4,0,0
3220842679,47,0,1
2794616611,666,1,0
3261954258,181,0,0
2883177962,814,0,0
3200746523,54,0,0
3204784695,8167,1,1
3149540657,100,0,1
2999270179,31,0,0
2908371213,581,1,1
3263291835,1438,1,1
2848696493,181,1,0
3015346302,68,1,0
2909659518,4,0,0
3088971804,6,0,1
3037112278,2,0,0
3201035188,2,0,1
3036882203,17,0,1
2972958241,1,0,1
3021303840,2877,1,1
2825734565,214,0,1
2918626652,47,0,0
2887586185,799,1,0
2932796836,9326,1,1
2775061735,14,0,0
3103751553,2,0,0
2980213795,478,0,1
3275147252,18,1,0
3067443431,791,1,0
3164482877,200,1,0
3128399635,5605,0,1
2868792153,167,1,0
2923363324,516,1,0
3011875719,270,1,1
3083310586,357,0,0
2814483056,173,0,1
3007211626,568,1,0
3119598317,1339,1,1
2996701782,13,0,0
2874312103,161,0,1
3163802623,21,0,0
2962093016,21,0,0
3000808244,4,0,0
2846430796,1627,0,0
3074156029,176,0,0
3129509201,21,0,0
3046558981,15836,1,1
3200809439,42,0,1
3057208717,101,1,0
3061069405,31,0,1
3014568993,89,1,0
3084646319,2,0,0
2920251598,53,0,0
3019933276,10346,1,1
3161872621,1,0,0
2921555969,44,0,1
3124327105,210,0,0
2905139501,16,0,0
3227146331,786,0,1
3143212422,3949,0,0
3275396498,91,0,0
2840957018,381,1,0
2886897797,774,0,0
3091472541,4,0,0
3071303687,623,0,1
3126505002,402,1,1
2785674579,62,0,0
3134862968,85,0,0
3098483305,1558,0,0
2954623117,275,0,0
3081236707,904,1,1
2968331280,68,0,0
2827713076,217,0,0
3150975486,3,0,0
2932816275,9642,1,1
3127214972,10,0,0
3150592086,26056,1,1
3123198992,5892,1,1
3264354400,2563,1,1
3046447638,9,0,0
3117407082,227,0,0
2841681750,6873,1,0
2893535875,16,0,0
3081289219,6,0,1
2981279448,282,0,0
2968159813,8034,1,1
2941522531,7078,1,1
3022543124,40,0,0
2984873610,2480,0,0
3192113521,411,1,1
3005079618,2,0,0
2861748481,549,1,0
3132429853,1044,0,0
2982748403,1618,0,0
3111004624,69,1,0
3167827984,54,0,0
3021014004,3764,0,0
2903255028,694,0,0
3091548960,1880,0,0
3112947037,8712,1,1
3172128481,36,1,0
2767838200,211,0,0
2875841288,1355,1,0
3275451449,96,0,0
3063902495,10,0,1
2841035709,15822,1,1
2981607309,20,1,0
2956537526,377,0,1
3138863707,98,0,1
3236334691,66,0,0
3157504530,238,0,0
2965833400,4210,1,1
3039949387,1,0,0
2958934747,292,0,0
2866064019,70,0,0
3048786713,2,0,0
3003577590,26864,0,0
2962171196,100,1,0
2876487591,5846,1,0
3185497448,7146,1,0
2866881273,524,1,0
3182116698,153,1,0
2954462778,35,0,0
2932553016,922,1,0
3121717297,2174,0,1
2986228055,138,1,0
3080865891,292,0,0
3070322024,33,0,0
2887573861,323,1,0
3231162110,3,0,0
3179662130,67,1,0
2870022451,1765,1,0
3177938455,232,0,0
2870860967,106,1,0
3018439207,42,0,0
3165391685,1071,1,1
3021088894,31,1,0
2896027319,530,1,1
2800769710,392,0,0
3043613876,1667,0,1
3129475228,60,0,0
3129582804,4634,0,0
3253345747,11,1,0
3214151529,3,0,0
3158129787,8,0,0
3132981155,80,1,0
2767878178,21,0,1
2921449514,619,1,0
2945366407,18,0,0
3177500762,283996,1,1
2889304556,135,0,0
2775745278,43,1,0
2957520309,1358,0,0
3119604915,131,0,0
2824824488,38,0,0
2904615685,73,1,0
3249977632,310,0,0
3163415789,45924,1,1
2793592645,398,1,0
3116715118,34,0,0
3073873952,40,0,1
2954259718,179,0,0
2757829316,363,0,0
3078007278,6,0,1
3166248629,2,0,0
3219588511,356,1,0
3007054361,765,1,1
2961955451,272,0,0
2855657962,103,1,0
2761264439,138,0,1
2952984765,16517,1,1
3035283080,478,1,1
3211867491,32,0,0
2883187795,600,0,0
3222328481,2,0,0
2855407582,111,1,0
3209448267,14848,1,1
2876464228,315,0,0
2889288178,269,0,0
2860524344,8,0,0
2877052668,3,0,0
2904873173,324,1,0
3117107303,820,0,1
3078313476,6,0,1
3061751436,410,0,0
3093701426,481,1,0
2779356294,707,0,0
3214597911,46538,1,1
2767960820,13,0,0
3019949623,31228,0,1
3094261129,2841,0,1
2877977077,82,0,0
3260740157,21,0,1
2954168294,3,0,0
2886698699,404,0,0
3210192218,3493,0,1
2970823319,4054,1,1
2861250143,30,0,0
2873234554,96,1,0
3071676373,1759,1,0
3277707373,1,0,1
2908921513,20,0,0
2921456807,114,0,0
2790142805,948,0,1
3168945096,537,0,0
3058246563,7678,1,0
3175164176,66,1,0
3003206654,31,0,0
2889141848,2602,1,0
3039380315,24,0,0
2932784145,9220,1,1
2994665100,65,0,0
2896371903,539,1,0
2783583943,78,1,0
3132861512,40303,1,0
2950922629,9,0,1
2947870333,911,0,1
3127112794,9914,1,1
3273333683,31,0,1
3137845121,1083,1,0
2812509029,1391,0,1
2987874652,140,1,0
2788087431,402,1,0
2961797507,89,1,0
2843181529,46,1,0
2889061596,1,0,1
3070005572,151,0,1
2847876982,1433,1,0
2796914337,2162,1,1
3075012540,43,0,0
3244292653,4,0,1
3233690931,143,0,1
2870047901,271,1,0
3144011143,1614,1,1
2962101349,2,1,0
2879700916,2110,0,1
3016994685,8086,1,1
3013906937,9987,1,1
3019942035,10227,1,1
2959030715,6,0,0
3166815220,8,0,0
2848928303,681,1,0
2909466588,377,1,0
2776459226,530,1,0
2916133951,6068,1,1
3031898942,839,1,0
2927463862,1277,1,1
3084414634,79,1,0
2866198227,26,0,0
3113315317,219,0,0
2825772024,35750,1,1
3020000039,10755,1,1
2913907959,33,0,0
2894930869,17982,1,1
2893023320,24,0,0
3080710398,9,0,1
3161024001,27,0,0
3239718018,5404,1,0
3063574203,20,0,0
3147973483,6,0,0
3143420631,217,1,0
2855550282,267,1,0
3037760219,328,0,0
2882994573,1,0,1
2792145491,215,0,0
3191917322,2,0,0
2902873141,239,0,0
2819638763,52,0,0
3152277877,16,0,0
2994615603,3128,0,1
3197478045,63,1,0
3052708454,1266,1,1
2770590659,6951,0,1
3235702407,21,1,0
2914472961,175,0,0
3248427628,326,1,0
2769791644,137,0,0
3049788957,110,0,0
3129052252,333,0,0
3142406560,587,0,0
2780834098,86,0,0
2831136101,389,1,0
2949364196,471,1,0
3140889490,2,0,0
3237779597,4,1,0
3105430223,194723,1,1
2794424292,1525,1,0
3264437230,116,0,0
3263094679,173,1,0
3071952484,653,1,0
2953827900,209,0,0
3218973564,387,0,1
3074414909,195,0,0
2813970310,17,0,0
2956306001,203,0,1
3233379057,257,0,1
3233270217,187,0,1
2896051708,1899,1,0
2836582189,5194,1,0
2982048284,6393,1,1
3031917926,340,1,0
3036722225,52,0,0
3140927195,32,0,0
3194014636,83,1,1
2889057480,2,0,1
3275308227,294,0,1
3155192151,90,0,1
2962163402,10185,1,1
3258737729,224,0,0
3220842362,45,0,1
3223586211,224,0,0
3064580725,35083,0,1
2889243475,2,0,0
2997640296,179,0,0
2937600069,1574,1,1
2904589458,38,0,0
3058028116,13062,1,1
3045808045,17,0,0
2976395136,159,1,0
3001645389,128,1,0
2888406702,4060,0,0
3221900086,235,1,0
3261577801,8,0,0
2825992462,28,0,0
2910029842,87,0,0
2977543079,2,0,0
3170483078,66,1,1
3081057621,1950,0,0
2895731914,276,1,0
3088446174,5,0,0
3221517081,296,1,0
2781604779,543,0,0
2891467242,136,1,0
3183969965,778,1,0
2916506583,32018,0,1
3276675146,15926,1,1
2918417155,1149,0,0
3036666914,16,0,0
2855564745,71,1,0
2763926843,1690,0,0
3003405888,30,0,0
2844229241,6946,1,0
3155121796,450,0,1
3021061661,5562,1,1
2888657963,854,0,1
3050463039,274,1,0
3102665814,1394,1,1
2956393636,268,0,1
2819976295,98,0,1
3243755675,42,1,0
3028024558,302,1,0
2889180264,688,0,0
2819798794,295,1,0
3124186702,20336,1,1
2892892782,137,1,0
3148079157,9769,1,0
2982204377,98647,1,1
2986927400,12,0,0
2874930848,453,1,0
3118540554,27,0,0
2981947537,1614,0,1
3276553151,16,0,0
2782330828,30,0,0
2882978615,2,0,1
3068648111,899,1,1
2921459259,93,0,0
2863178913,61,0,0
3070233885,196,1,0
2895280316,120,1,0
2927184629,15,0,0
2834352797,1750,1,0
3234208754,2,0,1
3091563647,18,0,0
2879676348,17589,1,1
3112357523,258,0,0
2926005116,51,1,0
3115451494,5637,1,1
3126107759,1575,1,1
3275882982,3060,1,1
2898933775,23,0,0
3207231442,206,1,0
2986128109,3105,1,0
3017170831,14817,1,1
2777356351,578,0,1
3168708594,135,1,0
2760044965,2,0,1
2859315618,10,1,0
3101582715,93,0,1
2967185701,74,0,0
2852373257,306,0,0
3193375945,72,1,0
2882070723,5,0,0
3150279571,140,1,0
3017667755,1700,1,0
2817660035,83,0,0
2876371914,116,0,1
3124394682,74,0,0
3143944164,84,0,0
3237862514,731,1,0
3195102228,2,0,0
3269442198,32,0,0
3242008869,468,0,1
3098739033,385,1,0
3189937459,385,0,0
3136072840,4631,1,0
3131468667,935,0,0
3228219115,181818,1,0
3116843799,38,0,0
3227508475,43,0,0
3208129291,1068,1,1
3075041588,139,1,0
3241525411,88,1,0
3165063018,70,0,0
3074682221,43,0,1
3181694780,3178,1,1
3102019273,122,0,0
3255641734,198,1,0
3090353282,155,0,1
3131807339,0,0,0
3161674567,142,0,0
3084490358,159,1,0
3161114956,259,1,1
3122593764,104,1,0
3194210207,12196,1,1
3230464261,0,0,0
3147444643,213,0,1
3134092582,764,1,1
3124252797,13295,1,1
3193831732,527,1,0
3123684653,44,1,0
3183200792,853,0,1
3082660156,39,0,0
3104375121,230,1,1
3075207290,252,0,1
3211901051,56,1,1
3137499692,5,1,0
3183315539,75684,1,0
3092878143,668,0,1
3105820644,0,0,0
3179683354,533,1,0
3157787774,30,0,0
3169043242,389,0,0
3097001056,6,0,0
3238629859,60,1,1
3161253730,70954,1,1
3076534856,40,0,0
3226149137,438,1,1
3222212117,104801,1,0
3188877163,10,0,0
3085973724,1059,1,1
3259095271,3,0,0
3160353937,22,0,0
3197023120,301,0,1
3218245667,0,0,0
3179795816,1571,1,0
3263203091,184,1,0
3156676267,15,0,0
3255397374,66,0,0
3150387821,400,0,0
3169620759,422,1,0
3160997096,284,1,0
3210894434,4,0,0
3079297692,0,0,0
3206430645,9,0,0
3078340622,2,0,0
3074614660,7,0,0
3188777808,9872,1,0
3182328525,180,0,1
3138364477,44,0,0
3166183819,320,1,0
3164460402,722,1,0
3144351823,143070,1,1
3092834387,37,0,1
3118224528,272,1,0
3202730929,125,1,0
3131426473,224,0,1
3098602377,576,0,0
3236322044,352,1,0
3215274152,66,0,0
3218984690,39,0,0
3238818806,38793,0,1
3256751857,1123,1,1
3267860391,23,0,1
3236565788,0,0,0
3080743634,4045,1,0
3208366231,121,0,0
3109541003,0,0,0
3271638887,88123,0,0
3160397616,3265,1,1
3236306681,528,1,1
3134651448,42,0,0
3200616481,3,0,0
3154630091,184,1,0
3162500791,8,1,0
3252984390,160,1,0
3140405649,1,1,0
3231937964,4876,1,1
3150761777,1035,1,1
3084733635,276,1,0
3116792966,478,1,1
3174268903,10902,1,1
3198732250,2278,0,1
3195078514,212,1,1
3218536077,187,0,1
3237746082,4,1,0
3122186128,0,0,0
3206484205,80,0,1
3134346369,15,0,0
3074946943,132,0,1
3238853538,29,0,0
3258953409,25,0,0
3236325849,315,1,0
3226540920,0,0,0
3140407668,322,0,1
3206878955,0,0,0
3076300908,155,1,0
3209926289,2047,1,1
3098219945,156,0,0
3090570894,4094,1,0
3272938687,34,0,0
3173310249,111,1,0
3131654577,5,1,0
3125342174,12,0,0
3251416645,67,1,0
3108908027,160,0,0
3218649310,53,0,0
3170428337,47,1,0
3113703056,195,1,0
3216426710,268,1,0
3221941191,442,1,0
3222603070,53,0,0
3177111915,0,0,0
3253039135,86,0,0
3083854650,18944,1,0
3236210481,26,1,1
3149957557,252,0,1
3156991280,235891,1,1
3221043102,41434,1,0
3193365645,8,0,1
3160349414,51,1,0
3135957211,388,1,1
3077094653,2104,1,0
3205816477,0,0,0
3163386327,22,0,0
3169393403,0,0,0
3144380858,207,0,1
3134739597,241,0,1
3262525188,56,1,0
3096828210,84,1,0
3179789341,77256,0,0
3078007094,0,0,0
3143986029,32319,1,1
3193777215,159,0,0
3259798274,6862,1,0
3226808853,29391,0,1
3239660273,49,1,0
3181168885,0,0,0
3090353384,2,0,0
3209445091,729,0,0
3231788654,2421,1,0
3234241930,71736,1,1
3084633214,468,1,0
3098769460,0,0,0
3215303795,1305,1,1
3245145634,4,0,0
3276445906,55,0,0
3200511935,87,1,0
3134692524,194,0,0
3255319889,149,0,0
3097915420,92,0,0
3221696975,282,1,0
3180110990,0,0,0
3238111966,461,1,1
3116895996,23,0,0
3241986884,976,1,0
3232675471,49,0,1
3193205122,9493,1,1
3242497585,5406,1,1
3104442713,841,1,0
3098600331,169,0,1
3075994560,473,1,0
3131807379,57,1,0
3169504363,17497,1,1
3198268737,23,0,0
3223412595,324,1,1
3245889248,12044,0,1
3158937469,108,1,0
3196995563,0,0,0
3209802128,0,0,0
3209929940,66,0,1
3129606905,305,0,0
3196952174,1031,1,1
3255634592,0,0,0
3146329050,29,0,0
3200398251,87,0,0
3136021326,22,0,0
3171035963,24,0,0
3078045512,191,1,1
3136800169,229,0,0
3111223022,61,0,0
3154999886,0,0,0
3136399972,17,0,0
3151126402,120,1,1
3127842499,137,0,0
3235274361,89,1,0
3131807378,0,0,0
3176895436,673,0,1
3215891130,1642,1,1
3136055973,365,1,0
3247693982,8970,1,0
3223503362,9725,1,1
3166277024,0,0,0
3176683935,176,1,0
3210878402,0,0,0
3173312690,68,1,0
3167044011,3,0,0
3150841632,7,0,0
3084355958,1,0,1
3103408529,25,0,0
3138549340,25,0,1
3080019917,7412,1,1
3125850603,13678,1,1
3083352446,5014,1,0
3140019527,108,1,1
3272931611,17041,0,1
3169431198,47,1,0
3081345740,13080,1,1
3243054866,3693,1,0
3250793139,185,1,0
3238888848,123,1,0
3210322760,14,0,1
3238911335,423,1,0
3090578689,583,1,0
3201684625,138,1,0
3223526987,32564,1,1
3200423449,0,0,0
3185187902,1852,1,1
3086088116,2023,1,0
3074864896,71,0,0
3175721030,2792,0,0
3247927006,19,0,0
3198631094,746,0,0
3211935118,159,0,1
3190291382,303,1,0
3228266614,5518,1,0
3246149669,16129,0,0
3269663648,6828,1,1
3206816392,1,0,0
3207365350,1624,1,1
3259899444,1489,1,1
3111637041,74,0,1
3210321906,307,0,0
3134962245,131,0,0
3165912628,172,0,0
3135999700,302,1,0
3104201606,380,1,1
3081858153,715,1,1
3273105319,188,1,0
3252991718,44,1,0
3075031504,0,0,0
3230973688,179,1,0
3087459580,2,0,0
3151882306,21912,0,0
3269930427,416,0,1
3179227182,78165,1,1
3189270676,1674,1,0
3189651457,476,0,1
3276602931,1134,0,1
3112867557,4,0,0
3155519663,143,1,0
3080023392,43706,1,1
3088363246,503,1,0
3189297953,6,0,0
3201533882,0,0,0
3152775367,182,1,0
3258905127,297,1,1
3207300968,469,0,1
3255341292,0,0,0
3197983907,3147,1,1
3189965550,0,0,0
3114755279,27,1,0
3183326458,1407,0,0
3111992190,551,0,1
3079799506,1172,1,0
3212784906,152,0,1
3202328272,145,0,1
3180007991,637,1,0
3193746300,324,1,0
3172700026,395,0,0
3159591262,2481,1,1
3166462574,4,0,0
3258702664,541,1,1
3077864375,1,0,0
3172681970,107,1,0
3168513490,3,0,0
3258044557,615,1,0
3166072075,2,0,0
3141249966,968,0,0
3194326319,349,1,1
3168207808,79,0,1
3195676820,8589,0,1
3276827651,9,0,0
3276981682,6870,1,0
3074847534,1226,0,0
3105180054,6,0,0
3087119059,167,1,0
3241641326,15,0,0
3107459473,299,1,0
3259093315,1240,1,1
3241346467,225,1,0
3239677484,0,0,0
3198922993,912,0,0
3092135642,378,0,1
3215616396,432,1,1
3188978416,217,1,0
3125530261,10,0,0
3105811678,0,0,0
3075881390,0,0,0
3275415903,1844,1,0
3131654689,100,0,0
3106827361,842,1,0
3177119690,14754,1,0
3235765325,72,1,0
3136402010,78,1,0
3079015881,3746,1,1
3223500843,823,1,1
3209619194,6031,1,1
3141327034,0,0,0
3276763092,313,1,0
3223156839,0,0,0
3074681764,671,0,1
3085365117,18,0,1
3083879418,9078,0,1
3137744193,168,0,0
3122983012,512,1,1
3227460577,32,0,0
3247707916,460,0,1
3258264488,260,0,1
3223695360,8787,1,1
3215190396,1,0,0
3154163067,2,1,0
3185792728,9,0,0
3150665460,12236,1,1
3096613645,1527,1,0
3193295105,1808,1,0
3130408897,15922,1,0
3201101404,1086,1,1
3168490257,20,0,0
3139241740,3849,1,1
3165901392,280,1,0
3267986741,122,1,0
3165392986,135,0,1
3174376812,6491,0,0
3165221521,145,0,1
3109523791,139,1,0
3262417340,0,0,0
3134624005,5363,0,0
3238146970,41,0,0
3204756610,0,0,0
3082038772,290,1,0
3140347992,181,1,0
3248668849,513,1,0
3262417356,10615,1,1
3193093840,53,0,1
3178274846,50,0,1
3081705392,61,0,1
3236233165,9,0,0
3075024592,12,0,0
3275739591,888,0,0
3200617835,0,0,0
3231269305,594,1,0
3206217949,154,0,1
3173306744,32,0,0
3184590998,417,1,1
3265205374,14,0,0
3200918405,74,0,0
3088730956,203,0,1
3096193455,2293,1,1
3255147917,198,1,0
3205497325,3716,1,1
3223225009,705,0,0
3171175044,16,0,1
3173335811,117,0,1
3244879925,19,0,1
3154550935,330,1,0
3087359752,576,1,0
3219037880,24390,0,0
3075286950,14,0,1
3090593775,2590,1,1
3129654252,369,1,1
3180642799,501,1,0
3139980757,32735,1,1
3226271981,23,0,0
3254820907,20,0,1
3088650635,6056,0,0
3096110760,63,0,0
3155033995,4970,1,0
3247869356,375,1,0
3236458634,142,0,1
3194346865,0,0,0
3238006552,7,0,0
3075074837,239370,1,1
3219922210,132,1,0
3131748601,515,1,1
3169839634,0,0,0
3165558236,1733,1,1
3194181334,894,1,0
3151219647,5174,1,1
3196143736,18,0,1
3091868582,9848,0,1
3103623751,3367,0,1
3134461621,36,1,0
3194389044,658,1,1
3122747306,0,0,0
3205514535,186,1,0
3226485376,72,0,1
3138206339,29,0,0
3144072008,74,1,0
3077273873,2,0,0
3098960084,18,0,0
3269460141,1,0,0
3116658648,446,1,0
3196277860,413,0,1
3241445999,63,1,0
3154899801,74,0,0
3221817850,557,1,0
3255622824,2319,1,1
3195181090,4831,1,1
3206203957,177,1,0
3272053785,378,1,0
3175254454,1935,0,0
3135639537,790,1,1
3193068019,11,0,0
3242572890,0,0,0
3214550713,11,0,0
3075028295,57,0,0
3077541677,0,0,0
3169803701,7,0,0
3259226951,83,1,1
3192795499,37,1,0
3221925890,5522,1,1
3137635779,625,1,0
3118960106,219,1,0
3168214177,0,0,0
3132059214,86,1,0
3112029851,44,1,0
3143891800,18,0,0
3197876992,0,0,0
3130921190,3617,0,1
3185225851,188,1,1
3273467014,33,0,0
3193372325,48,0,1
3195598738,20,0,0
3146843488,20,1,0
3195083800,8,0,0
3080811433,19797,1,1
3184430691,0,0,0
3123149058,51,0,0
3226124489,43,0,0
3158055227,49,0,1
3146327522,616,1,1
3222893514,1247,0,1
3141911468,23892,1,1
3185241769,298,0,0
3081770176,547,0,0
3133474971,402,1,0
3158593235,0,0,0
3258904482,0,0,0
3276971958,1649,0,0
3117273620,1300,1,1
3163870590,7136,1,1
3169012315,63,0,1
3209727238,109,0,0
3208543088,101,0,1
3226175596,1857,1,1
3114288773,526,1,0
3167033946,144,0,0
3118009864,503,0,0
3236233705,0,0,0
3131807340,6,0,0
3211974330,100,1,0
3180402351,256,0,0
3101311810,3046,0,1
3176808303,140,0,0
3230365188,6295,1,1
3137739584,3515,1,0
3200243112,8,0,0
3175189078,415,0,0
3180347787,98,0,0
3262412016,184,1,0
3179741354,39020,1,1
3229102583,2304,0,0
3138995292,12,0,0
3166101393,156,1,0
3147158866,283,1,0
3217928909,102,0,1
3164661895,1138,0,1
3125104127,269,1,0
3074784299,21,0,1
3176436231,75,0,0
3271620469,693,1,0
3242351701,247,0,1
3122792815,9,0,1
3104056039,1,0,0
3276756515,210,1,0
3243286679,0,0,0
3210172444,83,1,0
3261572196,165,1,0
3189891999,11384,1,0
3276550075,57,0,0
3161305439,34538,1,1
3202752567,947,1,1
3090626401,119,1,1
3230453637,2,0,1
3156963474,1108,1,1
3244820653,0,0,0
3172929515,94,1,0
3096888031,103394,1,1
3074756019,4161,0,0
3161236131,55,0,0
3232539895,37,1,1
3116176902,522,0,0
3255737322,4,0,0
3195859598,236,0,0
3236557541,70,0,0
3193343081,201,0,0
3179263604,155,0,0
3252835264,1607,1,1
3198658099,274,0,0
3134961752,281,0,0
3092656275,99,0,0
3154331903,229,1,0
3254883514,248,0,0
3140890064,48,0,0
3100489026,2265,1,0
3074647104,237,1,0
3104618566,121,1,0
3206615192,0,0,0
3174242868,17009,0,1
3266900511,58,1,0
3103475045,55,0,1
3220097416,16,0,0
3113120635,1054,1,1
3224971113,6,0,0
3131081344,76,1,0
3268596960,16,0,0
3075023159,129,1,1
3229400382,5457,1,1
3226217517,2145,0,1
3120603357,12094,1,1
3168946396,0,0,0
3164661520,0,0,0
3197545730,55,0,1
3202937334,221,0,1
3147275250,2715,0,1
3250824111,8752,1,1
3226644014,67,1,0
3181155233,0,0,0
3199909394,11,1,0
3153766844,107,1,0
3136072957,322,1,0
3214122373,941,1,0
3166697799,27074,1,0
3135892658,1121,0,0
3168436876,1441,1,0
3197019965,465,0,0
3247964798,793,1,1
3206335904,101,0,0
3134693594,16,0,0
3275455518,91223,0,0
3164895503,1224,0,1
3200386429,3728,1,1
3090574134,169,0,0
3199040436,13,0,0
3131653556,44,0,0
3247390113,4581,0,0
3099240126,48,1,0
3099296955,0,0,0
3177080742,8,0,0
3141185425,20,0,1
3152257828,241009,1,1
3272830283,4843,1,1
3221613034,4463,1,1
3168623396,3504,1,1
3139330916,94,1,0
3262902843,1269,1,0
3271981746,170,1,0
3269655112,143,1,0
3275506979,90959,0,0
3220067260,14906,0,0
3273378564,254,0,0
3153710813,1135,1,0
3080134448,294,1,0
3080461166,18192,1,0
3276737729,636,1,0
3131678269,146,0,1
3262981838,66,0,0
3214842792,391,1,0
3074688614,894,0,0
3247257395,32,0,0
3267112009,1018,0,1
3123542432,1,1,0
3212763311,39,0,1
3138077745,56,0,0
3221803659,13,1,0
3096473764,16,0,0
