id,diff_size,touches_tests,touches_docs
3112065698,315,1,1
3115078767,2094,0,1
2886594739,266,1,0
3088887203,25,0,1
3198884579,21,0,0
2989023598,85,1,0
2790906463,44,0,0
2799046822,18,0,0
2822592518,175,0,0
3200712509,9030,1,1
2898303479,73,0,0
3023723466,112,0,0
3047689525,2,0,0
3080093279,68,0,0
3011507747,49,1,0
3091010023,8,0,0
2771402284,2434,1,0
3264510990,445,1,0
3004834447,2,0,0
3131937820,1,0,0
2759620798,197,0,0
3202284010,5,0,1
2778132201,179,0,0
3244478374,8900,1,0
2814622724,459,0,0
3078197210,106,0,1
3034811249,31608,1,1
2980033797,28389,1,1
3221541004,451,0,1
2805690384,76,0,1
2760305985,134,0,0
3172939109,31488,1,1
3259184030,321,1,1
2979146839,14,0,0
3048475288,3583,0,0
3003865817,125,1,0
3029843479,448,1,0
2779799871,600,0,0
2935662015,60,0,0
2824270583,65,1,0
2915084110,50,0,0
3220842482,43,0,1
2757125491,2,0,1
3241012029,1519,1,1
3152227876,126,0,0
3070088687,248,0,1
3166245713,2,0,0
3001680008,17087,1,0
3258627012,117,0,1
2840370790,170,1,1
2857279950,5,0,0
3105982458,3743,1,0
2918519625,419,0,0
3186262101,2,0,0
2828572765,48,0,0
2911421627,23,0,1
2796009360,208,0,0
3275228771,13,0,0
3126647068,2723,0,0
3101288480,186,1,0
2956675927,26,1,0
3165857786,13,0,0
2947683935,2,0,0
2820738300,16,0,0
3231979057,85,1,0
2960946957,2,0,0
3125792020,14092,1,1
3011870485,45,0,0
2954282664,27,0,0
2861830174,241,1,0
2892794923,8,0,1
3150270434,865,0,0
2879573182,117,0,1
3161134360,21,0,0
2847298223,361,1,0
2835623169,13,0,0
3070197626,274,1,1
3047627084,846,0,1
3039055142,151,1,0
3040980236,7839,1,1
2887535309,63132,1,0
2790317638,367,0,1
2811846298,329,0,1
3220657817,114,1,0
2961968410,0,1,0
2911866751,20,0,1
2822270672,4895,0,1
2986248806,32,1,0
2963124263,30,0,0
3213908225,179,1,1
3016516301,12,0,0
3104271017,9053,1,1
2798574828,134,1,0
3010053302,12,0,0
3044855706,273,0,0
2961852805,6830,1,0
3037590834,11,0,0
2958517268,310,0,0
2763395657,231,1,0
3018517272,137590,1,1
2782133644,151,0,0
3187604272,82,1,1
3058351964,8047,1,0
2958441612,146,0,0
2950403107,8,0,0
3173325969,2008,1,0
3070926442,62,0,1
3015640821,5,0,0
2864832979,104,1,0
2883354620,2111,0,0
3179554058,7579,1,0
3037121980,226,0,1
3157607772,11,0,1
3246973819,3854,1,1
3161761469,6259,1,1
3055611476,33,0,1
2958979443,362,0,1
2812241515,99,0,0
3039633986,1082,1,0
3022955231,5959,1,1
3074373266,2,0,0
3095454351,789,0,0
3117023486,359,1,0
3063897409,735,0,0
2897533176,1180,1,0
3092586675,58,0,0
3101378582,75,0,0
2989398334,32,0,0
2870152288,13,0,0
3100598883,9,0,0
2814173503,345,0,1
3101007425,2,0,0
3239623244,159,0,0
3071674416,1105,1,0
2777347182,15060,0,0
3037763030,282,0,0
2895971578,30,0,0
2961881737,2,0,1
3084617544,31,0,1
3067985764,347,0,0
3054150679,603,0,0
3220255585,9,0,1
2970834010,207,1,0
2899134957,370,0,1
3226763449,4834,1,1
3240006620,2,0,0
2975836797,1109,1,0
2888656724,714,0,1
3074962133,4,0,0
2944017719,51,0,0
3115482769,725,0,0
2989804216,85,0,0
2814276083,2,0,0
3268101962,237,0,1
3048744521,319,1,0
2915568680,4,0,0
2785589564,178,1,0
3272569623,4,0,0
2767652233,82,1,0
2840161375,62,1,0
3134880296,39,0,0
2948284040,159,0,1
2771417743,99,0,0
2942016000,165,0,1
3070437813,56,0,0
2975299996,267,0,0
2993005111,83,0,1
2926624831,30,0,0
3033217495,146,0,1
3161130988,181,0,0
2982086607,4,0,1
3125979959,296,1,0
2883065848,93,0,0
3039645274,12734,1,1
3013465434,4,1,0
2756921963,1192,1,0
2993308860,706,0,0
2889227305,2,0,0
2922621076,175,0,1
2854586117,4,0,0
2808529193,1090,0,0
3036487440,25,0,0
3007108786,10357,1,1
2883312343,857,0,0
2979168546,59,0,0
2797482061,484,1,0
3071309675,425,0,0
2831592464,2336,1,0
2813961093,1,0,1
2962247045,0,1,0
2895276080,1133,1,1
2840202434,229,1,0
3089603196,1825,0,1
2901864730,607,1,0
3021119105,0,0,1
2895840786,5,0,1
2816690510,492,1,0
3015729947,2,0,0
2805732175,3159,1,0
3049300237,8,0,0
3070434866,278,0,1
3270467676,174,0,1
2978702847,525,1,1
2993889791,77,0,1
3077288177,486,1,1
3114723483,3322,0,0
3087293846,424,0,0
3018859900,8101,1,1
3056316834,472,0,1
3222177133,1080,1,0
2980201922,31,0,0
2852623041,100,0,1
2899033763,574,1,0
3154606547,443,1,0
3039769863,385,1,1
3036552606,3,0,0
2782215003,2561,1,0
3202283852,9,0,1
2757103560,779,1,0
2854857552,85,0,0
3023133644,37,1,0
3191657479,91,0,1
3000402217,6027,0,0
2905505885,114,1,0
2977988551,2278,1,0
3275246488,326,1,0
2989722968,121,0,0
3277429161,310,1,0
3161649548,1725,1,1
3187003117,38,0,0
2868408082,232,1,0
3023246654,27,0,0
2922222913,164,1,0
2885416773,26962,0,1
3110707593,106,0,0
2958477187,197,0,0
3131772678,79,0,0
2889476862,74,0,0
2825851994,198,0,0
2862138612,24,0,1
2792640916,88,0,0
2889089910,4782,0,1
3037087624,318,1,0
3270815465,2,0,0
2950890865,63,0,0
3274013683,349,1,0
3092416144,1034,0,0
2841642798,13,0,0
2903833367,26,0,0
3129085835,8,0,0
3117376704,5,0,0
3252153920,166,1,0
3075525976,1191,0,0
3274370282,2,0,0
2889287277,69,1,0
3232980564,2518,1,0
3004932367,5478,0,0
3185290130,3,0,0
2942377866,133,1,0
3240836795,2,0,0
2846355330,71,0,0
3147153408,1472,0,1
2775040185,18,0,0
2899050914,923,1,1
2761455933,52,0,1
2886874246,119,1,0
2989648978,12,0,0
3264455715,106,1,0
2888365345,5752,0,0
2859359419,46,0,0
3249124049,2,0,0
3166703059,56,1,0
2814487611,620,1,1
3065695363,1862,0,0
2931002332,967,1,0
3183445350,71,1,0
2916429274,8,1,0
3026199338,27,0,0
3179896693,105,1,0
2777961937,141,0,0
2954534559,33,0,1
2780170863,10,0,0
2771663241,30,1,1
2939616751,14,0,0
3177369833,7,0,0
3254612440,42,0,0
2971108176,6036,1,1
2920415625,5504,1,1
3184407666,31239,1,1
3011916834,477,0,0
3122620200,17,0,0
3256558725,6278,1,0
2924044208,1538,0,0
3128852470,24,0,0
3193014390,7399,1,1
2957907293,135,0,0
2900790914,50,0,0
3152123723,39,0,0
3192778776,6,0,0
2983029274,11920,1,1
3246762112,2036,0,0
2833722888,849,1,1
2861659768,90,1,0
2831690878,2317,0,0
3058809612,82,0,0
2844823405,271,1,0
3060998787,74441,1,1
3232919597,2,0,0
3097536917,10573,0,1
3119212776,6803,1,1
2795968909,422,0,0
2764167191,6,0,1
2866645170,8,0,0
3033408828,646,1,1
3173794198,3,0,0
3254286684,70078,0,1
3036590770,580,0,0
3138517311,505,0,1
2933428185,90,1,0
2769398002,99,0,0
2810812302,1,0,0
3110053731,10554,1,1
2839377784,40,1,1
3237648547,30,0,0
3152681524,2472,1,1
2771182139,187,1,1
3074068344,84,0,1
2783421768,5511,0,1
3216501010,3524,1,1
2827635328,42,1,0
2895316084,898,1,1
3104232859,11,0,0
2939602172,7,0,0
2795922231,6,0,0
2876482299,741,0,0
2950426673,7,0,0
2932851977,24280,1,1
2956738171,135,0,1
3227381137,161,1,0
2855278789,2,0,1
3015645325,2,0,0
3004184100,12,0,0
2818558986,46,1,0
2934553850,225,1,1
2757124156,2,0,1
2981924992,53,1,0
2958392817,85,0,1
2816307186,648,1,0
2763878383,1010,0,0
3062904406,13,0,0
3231782692,6,0,0
2883125190,2978,0,1
2875828456,1555,1,0
2873094143,70,0,0
3019987460,194,0,0
2977963095,617,1,0
2967113793,466,0,0
3078334222,4,0,0
3022371582,31,1,0
2889052457,228,0,0
2985317758,260,1,0
2858594058,15389,1,1
2874011496,2587,1,0
3105254884,12309,1,1
2920429766,5613,1,1
3235701551,43823,1,1
3146145641,3,0,0
2832531846,433,1,0
3078777355,1483,1,1
3007834112,82,0,1
3189863486,131,0,0
2825860471,12,0,0
3244585376,158,1,0
3082729515,20,0,1
3006268507,84,0,0
3096102453,418,0,0
2841678167,2,0,0
3217719988,1840,1,1
3171853392,4,0,0
3056690965,870,1,0
3210163059,2,0,1
2771598346,174,1,0
3070000674,125,1,0
3180830949,114,0,0
3151020831,8,0,1
3091617219,975,1,1
2767565114,6,0,1
3074351366,1115,1,0
3106238975,25,0,0
3112119626,104,0,1
3101454770,300,0,0
2956383897,146,0,1
2871205622,30,0,0
2937287527,706,1,0
2879982832,4,0,0
3216254194,8,0,0
2902309263,12,0,0
3127130622,20,0,0
3155310952,253,0,1
3050368691,448,1,0
3135600583,13,0,0
3239839860,691,0,0
2892007195,363,0,0
2864744607,21,0,1
3256237787,744,1,1
3073002241,82,0,0
3112127032,9,0,0
2796002590,1210,1,0
2956373402,314,0,1
2926516546,307,0,1
3159406168,4,0,0
3136476031,128,0,0
2990000825,4,0,0
2901959237,381,0,0
3270213314,15,0,1
2852331930,16447,0,1
2969291264,52,0,1
3041129721,466,1,0
3275203640,4,0,0
2958457158,335,0,0
3171931827,36173,1,1
2854490437,76,0,0
2939834875,452,1,0
2775016444,1151,0,0
3011907232,47,0,0
2925015353,246,1,0
2922352169,380,0,1
3075075850,167,0,0
3011324882,24,0,0
3178581161,21,0,0
3139028935,16,0,0
3183686900,6,0,0
3037649777,10,0,0
3139619015,2,0,0
2979188108,1026,0,0
3272719703,782,1,1
2932864823,7684,1,1
2765532800,141,0,0
3115300694,6,0,1
3022535793,10148,1,1
2802903114,553,1,0
3164194207,221,0,0
3200773137,929,1,1
2795930781,16,1,0
2863029457,2,0,1
3105247377,923,1,1
2899043054,12,0,0
2790117302,42,0,0
2880839931,105,1,0
2900251639,17,0,1
3013552792,226,0,0
2827936716,470,0,0
2991810051,46,1,1
3170532863,3,0,0
3052560109,216,1,0
3180905334,84,0,1
3169219154,235,1,1
2822545926,162,0,0
2940433129,175,1,0
2790868866,1724,1,0
2959442086,74,0,0
3156451435,376,1,0
3099215718,2,0,0
2812036934,19,0,0
2796059303,279,0,0
3246694948,3167,0,0
3022933130,170,1,0
2861225683,186,0,0
3005889757,8990,1,1
3079611560,3234,1,1
2876477909,742,1,0
3255459755,194,0,1
2779086517,1917,1,1
3233722470,68,1,0
2982953659,242,0,0
3069147854,298,1,0
2890563538,332,1,0
2899281117,4303,0,0
2982207439,4,0,0
3078983102,18,0,0
3057892583,20,0,0
3145373538,928,0,1
3134491984,192,0,0
2840540666,2560,1,0
3222408174,166,1,0
3024124229,641,1,0
3160007478,2,0,0
3036940754,54,0,0
2802889835,2,0,1
2989680524,174,0,0
2898943616,45,1,0
3175767337,1851,1,0
3156177738,120,0,0
2904657902,16,0,1
2989797052,7518,1,0
3168434190,2,0,0
3250416862,9,0,0
3213817178,4,0,0
3041088100,363,1,1
2861932217,12,0,0
3055717125,441,0,1
3037616016,41,0,1
3023973499,240,0,1
2870333037,87,1,0
3021989795,12,0,1
2975096511,20,0,1
2989653556,61,0,0
3244677330,249,0,0
2795821755,74,1,0
3073606770,90,1,0
2962281107,0,1,0
3164349433,940,1,1
2947809435,31,1,0
3037104968,203,1,0
2895019210,2809,0,0
3270570821,1566,1,0
3109186703,2,0,1
2950236074,2095,1,1
3103305222,198,1,0
2799205474,142,1,0
2951308650,860,0,0
2867925946,54,0,1
2825991690,4957,1,1
3050543965,97,1,0
2982065302,79,0,0
3158683531,20486,1,1
3071615096,618,0,1
2879262208,296,1,0
3196479981,4410,1,1
2867959664,50,0,1
2885078952,171,0,0
2792917419,83,0,0
3220842579,234,1,1
2836834633,11,0,0
2951977419,59,0,0
3142818024,27,0,0
2771851179,13,0,0
3233079845,76,0,1
3162624847,11176,1,1
3215738276,253,1,1
2841027811,428,1,1
3086723569,222,1,0
3151982889,37,1,0
3037099154,87,0,1
3202876885,56,0,0
2990080867,52,1,0
3081229432,28,0,0
2852999856,284,1,0
2962187647,5,0,1
3053875776,322,1,0
3029752398,45,0,0
3121100911,10,0,0
3016881237,22935,1,1
3156291643,1270,1,1
2793512716,84,1,0
3178933687,9,1,0
3229160527,28642,1,1
2854640179,510,1,0
2868356535,232,1,0
2852781932,542,1,0
3142365086,779,0,1
3192196846,6,0,0
3254019745,429,1,0
2970817625,52,1,0
3053867130,218,1,0
3177753579,713,1,0
3021791613,10495,1,1
3094442612,60,1,1
3086311429,183,0,1
2890051390,45,0,0
3177562468,14,0,0
2934595764,129,1,0
2875791440,89,0,1
2932826374,16262,1,1
2763461870,981,1,1
3018096769,111,1,0
3040099716,17,0,0
2960937494,31,0,0
2867739342,90,0,0
2876479825,6597,1,0
2771599553,642,0,0
2982621538,15557,0,1
2908671322,238,1,0
3050253115,8452,1,1
3065169774,30469,0,1
3161561228,1513,1,1
3065400643,105806,1,1
2762054930,290,1,0
2894993801,2,0,1
3132888527,87,1,0
3189114886,120,0,1
3028603816,49,0,0
3094199385,902,1,0
2886079850,9686,1,0
3121787874,346,1,0
3154108264,359,1,0
3120428573,17,0,1
2810378681,85,0,0
2880031446,10539,1,1
2902818768,88,1,1
2894899022,9,0,0
3241089784,59,0,0
2958863587,158,0,0
3006578717,44,0,0
2780883677,3578,1,0
3054365903,96,1,0
3208055841,395,1,1
2876362546,3,0,1
3051248508,12,0,0
3269899843,474,1,0
3005925875,828,0,0
3116826149,804,1,1
3015345158,48,1,0
2997664159,31,0,0
3131921265,888,1,1
2999884701,43,1,0
2761977984,153,1,0
3154752026,38,0,1
3008698964,4,1,0
3040970325,957,1,0
3053325093,1503,0,0
3050346044,14,0,0
3202284105,88,0,1
2893235769,33,0,0
2849317494,9595,1,0
3220841975,59,0,1
2858602021,15411,1,1
3105484875,11997,1,1
2953630096,433,1,0
3086565525,653,1,0
3120335956,22,0,0
2904917994,1,0,0
3080974708,65,0,0
3063570306,385,1,0
2957552603,57,0,1
2945014527,132,0,1
3220834453,44,0,0
2863301033,26,0,0
3148964389,231,0,1
2899428182,1877,0,0
3105479979,14,0,0
2876473421,225,0,0
2835589635,35,0,0
3261504414,237,1,0
3114628181,58,1,1
3036425780,5381,1,1
2888769145,59,0,0
3226153741,133,0,1
3101032367,16,0,1
3059149099,81,0,0
2895935478,73,0,0
3018126639,45,0,1
3116814112,2029,1,0
3022001726,248,0,1
3036576130,33,0,0
3071995758,538,0,0
2805924492,3286,1,0
3200831107,2,0,1
3098053410,390,1,0
3209815681,2,0,1
3054632631,588,1,1
2987950137,16632,1,1
3104222519,141,1,0
3005824664,826,0,0
2923118690,96,0,0
3067975590,28,0,0
3074294403,82,0,0
3180240926,66,1,0
2981923119,26830,0,1
2763955999,4073,1,1
3058482399,614,1,1
2780097022,377,0,0
3037608811,209,0,0
3253693371,201,1,0
3019985000,742,0,0
3166502475,233,0,0
2911791541,50,0,1
3158557487,5383,1,1
3243982089,1313,0,0
3260688211,3313,1,0
2895782134,1010,0,1
3160636839,27,1,0
3046401477,15713,1,1
3074397731,24,0,0
2760243902,2437,1,0
2861793133,1748,0,0
2898408890,46,1,0
2778991358,2691,1,1
2923641561,69,0,0
3050250237,2856,0,0
2867245861,31,0,0
2790488372,95,0,1
3277153586,161,1,0
2856344341,256,0,0
3077061912,53,0,0
3166163340,1076,1,1
3129554303,27,0,0
2841184790,3007,1,0
3071401333,1208,0,1
2892364883,115,0,1
2896210870,61,1,0
2836932946,2,0,0
3110344787,1091,1,0
2879976340,2,0,0
3100301148,4,0,0
2915657286,269,1,0
3276027299,389,1,0
3164493562,531,0,0
2855372676,3025,1,0
2866530223,151,1,0
3253644211,116,1,0
3250552829,1509,1,0
3054200216,12,0,0
2960585799,200,0,0
3025724472,106,0,1
3005608336,761,0,0
2883300802,9,0,0
2964227653,88,1,0
3272059201,221,1,0
3199685425,89,0,0
2886528623,48,0,0
2854516270,60,1,1
3220549111,277,1,0
2812241832,210,1,0
2794323375,2749,1,1
2892884286,45,0,0
2958489417,123,0,0
2811838511,135,0,1
2980792619,269,0,0
3162328692,407,1,0
3071949137,92,0,0
2852546056,26,1,0
3067210808,27,0,0
2864552275,499,0,0
2825989939,159,0,0
2959767873,365,0,1
3161744251,298,1,1
2951329700,92,0,0
3071302729,34,0,0
3233695124,176,0,1
2977353844,56,1,0
3035272513,3,0,0
3124067572,67,0,0
2920270644,3629,0,1
2981016143,26,0,0
3064080896,107,0,1
3020816869,4,0,1
3275844750,124,1,0
3154114382,164,1,0
3135984560,28060,0,0
3261558782,82,1,0
2901688039,410,0,0
2788022491,947,0,1
2892791802,44,0,1
2981136521,54,1,0
2895758349,0,0,0
2886640084,489,0,0
2920607824,1028,1,1
3116803064,158,0,1
3172616024,321,0,0
2893661373,6,0,0
3065141445,3179,0,0
3115319498,1526,0,0
2854538275,528,1,0
2959025558,33,0,0
2900197484,3794,1,1
3015103993,127,0,0
2883441964,105,0,0
2824427819,4761,1,1
3273214995,839,0,0
2899248773,1295,0,0
3114147388,14,0,0
2840970710,443,1,0
3177511192,372,0,0
3159071519,398,1,0
3081736371,25,0,0
2970813905,102,0,0
3155982507,243,0,1
2962061671,32,0,1
2878438336,171,1,0
3163779556,84,1,0
3005858973,235,0,1
3251643358,23,0,0
3230603640,74,0,0
2824360133,191,0,1
2822168236,277,0,1
3240293802,75,0,0
3271081485,5,0,0
2923130106,917,1,1
3032932433,238,0,1
2982545758,782,1,0
3101320702,222,1,0
2898351864,1001,0,1
2784399427,152,0,1
3061080740,2,0,0
3080943754,351,0,0
3222606436,2,0,0
3162046213,13,1,0
2825676107,19,0,0
3203146305,335,1,0
3165300345,277,0,0
3102168035,200,1,0
2970843603,687,1,0
2941014562,822,0,0
2952003676,89,0,0
3013750996,340,1,1
2768656574,5336,1,1
3098643979,244,0,0
3019973626,10519,1,1
3268967796,7503,1,1
2879357440,23,0,0
3123586426,199,0,1
3050185194,39282,1,1
2901546716,910,1,1
2771658523,19,0,0
3220849129,43,0,1
3047718524,37339,1,1
3240293949,56,0,0
2968834945,227,0,0
3040102967,24,0,0
2797849514,2,0,1
2893077606,1,0,0
2941644510,4,0,0
3068072904,24063,1,0
3195951369,129,1,0
2817252828,5166,1,1
2789118244,6,0,0
3058727828,32,1,0
3013396460,14,0,0
3158038793,203,1,0
3152003781,66,0,0
3275595161,13,0,0
3229082088,207,1,0
2891871225,2,0,0
2814377516,930,1,1
2940130568,343,1,0
3034047412,99,0,0
3089009485,4382,1,0
2861606292,56,0,0
2760266883,12,0,0
3092750594,150,0,0
2960819646,35,0,0
2960857787,3852,0,0
2970816838,4150,1,1
3003456559,397,0,1
3037118247,2,1,0
2826890729,6470,1,0
2893951588,1,0,0
3119673845,1,0,0
3006544045,29,0,0
3204805042,5,0,0
2994704169,160,0,1
3251930179,51,0,0
2863655163,159,0,0
2775827622,6,0,0
3230303964,51,0,1
3046541869,207,1,0
3034597936,58,1,0
2838744329,7,0,0
3100886012,142,1,1
3065032395,252,0,0
3201101024,33,0,0
3051627275,54,1,0
3054995671,4,0,0
2978018319,18,0,0
3229003744,2,0,1
3174241239,1321,1,0
2898666158,112,1,0
3202263196,4862,1,1
3239035119,431,0,0
2792918251,202,0,0
2912451155,35,1,0
3130420967,22,0,0
2898708275,2587,0,0
2764211776,2,0,1
3197135316,287,1,0
3102304644,7411,1,1
2835588152,114,1,0
2892514403,38560,1,1
2784409350,188,0,1
2844977926,132,1,0
2895280174,115,1,0
2980964628,79,1,0
3049861965,18,0,0
3121219749,3426,0,0
3069810383,82,0,1
3157386612,6846,1,1
2916312401,179,1,0
3273176529,29,0,0
3237505165,29,1,0
2920489174,86,0,0
3198960717,8,1,1
3163881966,10,0,0
2914383409,11434,1,1
3193924099,331,1,0
2769546631,28,0,0
3089830738,575,0,0
3170309460,1204,1,0
3154511133,5248,0,0
3106783403,1470,1,1
2816497487,23,0,0
2844243754,15,0,0
2960640963,159,0,0
3081616525,39,0,0
3085966379,1,0,1
3253623690,476,0,0
3241695455,853,1,0
3169919867,52,0,1
3054862915,831,1,0
2883330678,179,0,0
2978880129,2103,0,0
3093657668,806,0,0
3056686785,77,1,0
2884581493,202,1,0
3275840061,352,1,0
2760115428,131,0,0
3087428354,380,0,0
2961539509,130,0,0
2825988641,305,0,0
3267932256,66,1,0
3039676856,84,0,1
2892590238,800,0,0
3046771940,399,0,0
3037528207,12,0,0
3000083193,20,0,0
3185339252,84,1,0
2920298510,8191,0,1
2901541408,93,1,1
2978039395,280,0,0
3016844227,22,0,0
2847911595,127,1,0
2918003090,2474,1,0
3272980026,348,1,1
3054396306,3890,1,1
2976106239,14259,1,1
3024105016,136,0,1
3230424222,377,1,1
2889086831,33,0,0
2901620466,1239,1,0
2985202865,87,0,0
3021098408,1805,1,1
2973011621,24606,1,1
3185780307,1,0,0
2976012580,2760,1,1
3174545390,32,0,0
3189320448,33,0,0
2990093713,592,1,0
2826904500,36,1,0
3056995446,10053,1,0
3186309326,6,1,0
2958405387,95,0,1
3009773177,3,0,0
3090965439,97,0,0
2836251474,242,0,0
3053343945,27225,0,1
3097420465,80,0,0
2970732471,551,0,1
3085028851,5,0,0
3265153814,223,1,0
3089242891,85,0,0
3136130118,5,0,0
3225256791,1481,1,1
